,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,renovated_or_not,stye
2590,415000.0,3,1.0,1500,3399,2.0,0,0,5,7,1300,200,1360,3588,0,0
2591,375000.0,3,1.75,1440,8775,1.0,0,0,3,7,1440,0,1790,7865,0,2
2592,620000.0,4,2.5,2580,7465,2.0,0,0,3,8,2580,0,2350,7596,0,3
2593,337500.0,5,2.5,2070,4698,2.0,0,0,3,7,2070,0,2010,4698,0,3
2594,565000.0,3,2.5,1880,12368,1.0,0,0,4,7,1260,620,1950,11551,0,2
2595,399500.0,3,1.75,2420,12676,2.0,0,0,3,7,2420,0,1210,6769,1,0
2596,1065000.0,2,1.75,1890,9466,2.0,0,0,3,8,1890,0,2180,12825,0,3
2597,352500.0,3,2.0,1920,33630,1.0,0,0,3,8,1920,0,2080,7505,0,3
2598,259000.0,3,2.0,1870,5909,1.0,0,0,3,7,1270,600,1870,7887,0,2
2599,320000.0,2,1.0,900,7620,1.0,0,0,3,7,900,0,1520,7620,0,2
2600,733000.0,3,2.5,2160,9888,2.0,0,0,4,9,2160,0,3060,7829,0,3
2601,381500.0,2,1.0,900,2910,1.0,0,0,5,7,900,0,1320,2910,0,0
2602,343000.0,2,1.0,1180,9261,1.0,0,0,4,7,940,240,1700,6325,0,1
2603,205500.0,2,1.0,900,6400,1.0,0,0,5,6,900,0,1320,6400,0,1
2605,300000.0,3,1.75,1500,8352,1.0,0,2,5,6,750,750,1500,8447,0,1
2607,561000.0,4,2.5,2570,5250,2.0,0,0,3,8,2570,0,2260,5392,0,3
2608,450000.0,3,1.0,1210,4000,1.5,0,0,3,7,1090,120,1210,4000,0,0
2609,540000.0,4,2.5,1850,7850,2.0,0,0,3,8,1850,0,1830,8140,0,2
2611,230000.0,3,1.0,1300,14000,1.0,0,0,4,7,1300,0,1390,8750,0,2
2613,355000.0,5,2.5,3220,5806,2.0,0,0,3,8,3220,0,2760,5813,0,3
2614,580000.0,4,2.25,2160,9593,1.0,0,0,3,8,2160,0,2820,9628,0,2
2615,700000.0,3,2.0,2130,4299,1.5,0,0,4,7,1680,450,2040,4548,0,0
2616,279900.0,3,1.75,1580,8151,1.0,0,1,4,7,1100,480,1650,8151,0,2
2617,210000.0,3,1.0,1200,7500,1.0,0,0,3,6,1200,0,1010,7000,1,0
2619,290300.0,2,1.0,860,3874,1.0,0,0,4,6,860,0,1400,5106,0,1
2621,490000.0,3,1.0,1600,6380,1.5,0,0,3,7,1400,200,1760,6380,0,1
2622,606000.0,4,2.5,2110,13850,2.0,0,0,3,9,2110,0,2520,10194,0,3
2623,359950.0,3,1.0,1400,4980,1.0,0,0,3,6,950,450,990,4980,0,1
2624,677100.0,3,2.0,2110,9199,1.0,0,0,3,10,2110,0,3130,8841,0,3
2625,465000.0,3,2.0,1430,7125,1.0,0,0,4,7,1430,0,1570,8075,0,2
2628,455000.0,2,1.0,980,5000,1.0,0,0,4,7,980,0,1600,5965,0,1
2629,705000.0,6,2.0,2570,4240,1.5,0,0,4,7,1970,600,2030,4240,0,0
2630,420000.0,3,2.5,2060,7020,1.0,0,0,4,8,1460,600,2150,8400,0,2
2631,169575.0,3,1.0,1300,8284,1.0,0,0,3,7,1300,0,1360,7848,0,2
2632,250000.0,3,1.0,1300,8284,1.0,0,0,3,7,1300,0,1360,7848,0,2
2633,530000.0,3,2.25,1680,7262,1.0,0,0,5,7,1180,500,1910,7405,0,2
2635,257500.0,3,1.75,1530,14087,1.0,0,0,3,7,1070,460,1770,13660,0,2
2636,415000.0,3,1.0,1170,6700,1.0,0,0,3,8,1170,0,2410,7620,0,1
2637,536000.0,3,1.75,1580,3764,1.5,0,0,3,7,1280,300,1560,3764,0,1
2638,246500.0,3,1.5,1270,11600,1.0,0,0,4,7,1270,0,1380,9945,0,2
2639,395000.0,3,1.75,1480,7700,1.0,0,0,3,8,1480,0,1930,8560,0,2
2640,739000.0,3,2.25,2220,10530,1.0,0,0,4,8,1700,520,2500,10014,0,2
2642,190000.0,3,1.0,910,10575,1.0,0,0,4,7,910,0,1470,10425,0,2
2643,305000.0,3,1.5,1480,9086,1.0,0,0,3,7,1480,0,1540,9750,0,2
2644,925000.0,4,4.25,3770,13058,2.0,0,0,4,8,3770,0,2200,12255,0,2
2645,895000.0,4,3.0,3500,13444,2.0,0,0,3,10,2360,1140,3140,12935,0,2
2646,656000.0,3,1.75,1480,7475,1.5,0,0,3,8,1480,0,2120,7216,0,1
2647,560000.0,4,1.0,1660,4690,1.5,0,0,3,7,1260,400,1400,3876,0,1
2648,610000.0,5,2.25,2520,11700,2.0,0,0,3,9,2520,0,2530,12000,0,2
2650,259000.0,3,2.5,2153,4400,2.0,0,0,3,8,2153,0,2434,4400,0,3
2651,980000.0,4,2.5,3780,10962,2.0,0,0,3,10,3780,0,3310,11651,0,3
2652,872000.0,4,4.0,3770,9750,1.0,0,0,4,9,1940,1830,2260,9878,0,2
2653,1000000.0,6,2.75,3600,9675,1.0,0,2,4,9,1940,1660,2990,9675,0,2
2654,900000.0,3,2.75,2980,12600,1.5,0,0,3,8,1590,1390,1520,9660,1,1
2655,475000.0,4,1.5,2320,5534,1.5,0,0,4,7,1540,780,1670,5913,0,0
2656,350000.0,5,2.75,2980,13482,1.0,0,0,4,8,1730,1250,2900,14800,0,2
2657,840000.0,4,1.75,2930,11562,1.0,0,3,3,9,1670,1260,2530,6517,0,1
2658,500000.0,4,2.5,2040,8400,1.0,0,0,3,8,1420,620,2540,8925,0,2
2659,202500.0,3,1.5,1510,9898,1.0,0,0,3,7,1110,400,1420,9250,0,1
2661,225000.0,3,2.5,1740,10050,2.0,0,0,3,7,1740,0,1300,10125,0,3
2662,418200.0,3,2.25,2240,9542,1.0,0,1,3,7,1190,1050,2080,9542,0,2
2663,356500.0,4,1.75,1570,9670,1.0,0,0,3,7,1170,400,2080,9100,0,2
2664,670000.0,4,3.0,2500,5000,1.5,0,0,4,7,1460,1040,1720,4500,0,0
2665,456150.0,3,2.25,1750,12408,1.0,0,0,5,7,1150,600,1820,12977,0,2
2666,471000.0,4,2.5,3030,9687,2.0,0,0,3,8,2020,1010,2050,10193,0,3
2667,558000.0,3,2.5,1680,934,3.0,0,0,3,8,1680,0,1740,1280,0,3
2669,161500.0,3,1.0,1220,6000,1.0,0,0,5,7,1220,0,1420,13137,0,2
2670,311000.0,3,1.0,1310,8370,1.5,0,0,3,7,1310,0,1310,8370,0,2
2671,470000.0,6,1.75,2490,8732,1.5,0,0,4,8,2490,0,1840,8024,0,2
2672,569000.0,3,3.25,2220,8227,1.5,0,0,5,8,1770,450,1750,4800,0,1
2673,689000.0,4,2.5,2240,7350,2.0,0,0,3,9,2240,0,2200,8017,0,3
2674,271900.0,3,1.75,1890,11875,1.0,0,0,3,7,1230,660,1580,10920,0,2
2675,278000.0,4,2.5,1850,6037,2.0,0,0,3,7,1850,0,1860,6037,0,3
2676,820000.0,2,2.5,2210,4440,2.0,0,0,4,8,1440,770,1560,4920,0,1
2677,399500.0,3,1.75,1410,7700,1.0,0,0,4,7,1410,0,1560,7700,0,2
2678,462000.0,3,2.75,1890,2614,2.0,0,0,4,9,1890,0,1800,2769,0,2
2679,347500.0,3,1.0,1830,12036,1.0,0,0,3,7,1550,280,1810,12036,0,2
2681,230000.0,2,1.0,950,7560,1.0,0,0,3,6,950,0,1160,7560,0,2
2682,687000.0,4,2.5,2370,10083,2.0,0,0,5,8,2370,0,2370,10133,0,2
2684,315500.0,3,1.0,1300,12600,1.0,0,0,4,7,1300,0,1480,13530,0,2
2685,312000.0,4,2.0,1300,7054,1.0,0,0,3,7,1300,0,1560,7100,1,1
2686,343000.0,3,3.25,1210,1173,2.0,0,0,3,8,1000,210,1650,1493,0,3
2687,385195.0,1,1.0,710,6000,1.5,0,0,3,6,710,0,1440,4800,0,3
2688,415000.0,4,2.25,2240,12650,1.0,0,0,4,8,1730,510,2150,12650,0,2
2689,461000.0,3,1.75,3600,8666,2.0,0,0,4,6,2400,1200,2290,8200,0,1
2690,369990.0,4,2.5,1960,7133,2.0,0,0,3,7,1960,0,1960,6705,0,3
2691,349950.0,4,2.5,1820,3134,2.0,0,0,3,7,1820,0,1820,3751,0,3
2692,285750.0,3,2.25,1960,17126,1.0,0,0,3,8,1400,560,2060,11466,0,2
2693,542500.0,4,2.25,1750,10160,1.0,0,0,3,8,1320,430,2170,11165,0,2
2695,705000.0,4,2.5,2910,20946,2.0,0,0,4,8,2350,560,2020,11342,0,2
2696,615000.0,2,1.0,1270,5000,1.0,0,0,3,8,1090,180,1640,5000,0,1
2697,184500.0,2,1.0,720,5880,1.0,0,0,3,6,720,0,1440,7200,0,1
2698,412000.0,2,1.0,1040,5120,1.0,0,0,3,7,1040,0,1250,4000,0,0
2699,250000.0,3,1.5,2210,11111,1.5,0,0,3,7,2210,0,1250,8422,0,1
2700,580000.0,5,2.0,2060,6000,2.0,0,0,3,7,2060,0,1770,5000,0,0
2701,220000.0,2,1.0,780,6000,1.0,0,0,5,6,780,0,1080,6000,0,0
2702,675000.0,4,2.75,2240,8937,1.0,0,0,4,8,1460,780,2360,9038,0,2
2703,373500.0,2,1.0,800,3330,1.0,0,0,3,7,800,0,1300,4320,0,0
2704,662700.0,2,1.5,2440,6900,2.0,0,0,3,7,1590,850,1770,6900,0,0
2705,239950.0,5,1.0,1460,6032,2.0,0,0,4,6,1460,0,1060,10300,0,1
2706,383000.0,3,1.0,1150,10196,1.0,0,0,4,7,1150,0,1410,8925,0,1
2707,485000.0,3,2.75,2650,12350,1.0,0,0,4,7,1470,1180,1950,14075,0,2
2709,545000.0,6,1.75,1820,6250,1.0,0,0,3,7,1130,690,1820,5750,0,1
2710,780000.0,2,2.5,2560,2500,2.0,0,0,5,8,1690,870,1890,5000,0,0
2711,305000.0,3,2.5,1714,3240,2.0,0,0,3,8,1714,0,1714,3240,0,3
2712,405000.0,3,1.0,1330,15678,1.0,0,0,3,7,900,430,1330,12696,0,2
2714,273000.0,3,1.75,2050,9045,2.0,0,0,4,6,2050,0,1200,9045,0,2
2715,326500.0,3,1.0,1810,12375,2.0,0,0,3,7,1810,0,1420,9357,0,2
2716,365000.0,3,1.75,1380,9134,1.0,0,0,5,7,880,500,1400,8190,0,2
2717,1000750.0,3,2.75,3070,10739,2.0,0,0,3,10,2440,630,3490,11913,0,3
2718,422500.0,2,1.0,800,4046,1.0,0,0,3,7,800,0,1400,4046,0,1
2719,354450.0,4,2.75,2140,9920,2.0,0,0,3,8,2140,0,2130,9920,0,3
2720,320000.0,3,1.0,1330,9540,1.0,0,0,4,7,1330,0,1250,10350,0,2
2721,223000.0,3,1.0,1030,9120,1.0,0,0,3,7,1030,0,1470,10220,0,2
2722,410000.0,3,2.5,1740,4948,2.0,0,0,3,7,1740,0,1290,3383,0,3
2723,438000.0,3,1.0,1200,4000,1.5,0,0,4,6,1200,0,1390,4000,0,0
2724,390000.0,3,3.0,1490,2944,2.0,0,0,3,7,960,530,1590,1600,0,3
2725,298500.0,4,2.5,1890,5954,2.0,0,0,3,7,1890,0,2030,5880,0,3
2726,749999.0,5,2.25,3060,13630,2.0,0,0,3,10,3060,0,3430,10700,0,3
2727,779000.0,6,2.5,3250,12000,1.0,0,1,3,8,1800,1450,3490,10320,0,2
2728,570000.0,3,2.75,2730,11936,2.0,0,2,3,8,1530,1200,2810,12333,0,2
2729,385000.0,3,1.0,810,4600,1.0,0,0,3,6,810,0,1520,4800,0,0
2730,649000.0,4,2.0,2240,11040,1.0,0,0,5,8,1120,1120,1790,11040,0,2
2731,283000.0,3,1.0,1740,5247,1.0,0,0,3,7,1270,470,1070,5636,0,1
2732,699900.0,4,2.25,2380,16236,1.0,0,0,3,7,1540,840,2230,8925,0,2
2733,278500.0,4,1.0,1540,8400,1.0,0,0,3,7,770,770,1520,9891,0,2
2734,700000.0,4,1.75,2340,9100,1.0,0,0,3,8,1610,730,2470,11000,0,2
2736,234500.0,3,1.75,1310,18400,1.0,0,0,3,7,870,440,1840,10790,0,1
2737,374150.0,3,1.75,1390,9585,1.0,0,0,4,7,1390,0,1240,8188,0,2
2738,397000.0,4,2.5,2201,9542,2.0,0,0,3,8,2201,0,1990,9542,0,3
2739,613000.0,3,2.25,1960,10385,1.0,0,0,3,8,1960,0,2800,12632,0,3
2741,595000.0,4,1.75,1880,4080,1.0,0,0,3,7,940,940,1410,4080,0,0
2742,340000.0,5,2.75,2440,6858,2.0,0,0,3,8,2440,0,2300,6858,0,3
2743,388000.0,4,2.5,2560,5800,2.0,0,0,3,9,2560,0,3040,5800,0,3
2744,404000.0,3,1.75,1410,15210,1.0,0,0,3,7,1410,0,1970,16290,1,1
2745,810000.0,3,2.0,2870,6360,1.5,0,1,4,8,1790,1080,2310,6466,0,1
2746,405000.0,4,2.5,2620,9359,2.0,0,0,3,9,2620,0,2580,7433,0,3
2747,726000.0,5,3.0,2970,10335,2.0,0,0,3,9,2970,0,2970,10335,0,3
2748,266000.0,3,2.5,1780,7214,1.0,0,0,4,7,1400,380,1520,7228,0,2
2749,722500.0,5,2.25,3700,7207,1.0,0,1,5,8,1850,1850,2340,7900,0,2
2751,265000.0,4,1.5,1240,8158,1.0,0,0,4,7,1110,130,1520,8147,0,2
2752,856000.0,3,2.5,2160,3920,2.0,0,0,3,9,2160,0,1500,4920,0,3
2753,346950.0,3,2.5,2040,4348,2.0,0,0,4,8,2040,0,2380,4348,0,3
2754,866059.0,5,3.5,3130,4797,2.0,0,0,3,9,2570,560,3440,5439,0,3
2755,410000.0,3,2.5,2350,4456,2.0,0,0,3,7,2350,0,2350,4456,0,3
2756,370000.0,3,1.75,1570,16817,2.0,0,0,3,7,1570,0,1600,16817,0,2
2758,400000.0,2,2.0,1520,5010,1.0,0,0,3,7,1520,0,1110,5040,0,3
2759,172000.0,3,1.0,1350,9680,1.0,0,0,4,7,820,530,1320,9225,0,2
2760,615000.0,3,1.75,1950,8480,1.0,0,0,4,8,1250,700,1740,8480,0,2
2761,860000.0,4,3.5,3950,9600,2.0,0,0,3,10,3950,0,3110,10213,0,3
2762,555000.0,3,1.75,2040,6000,1.0,0,0,5,7,1120,920,1530,6250,0,2
2763,579000.0,3,2.5,1990,4040,1.5,0,0,5,8,1390,600,1180,3030,0,0
2764,385000.0,3,1.75,1300,7030,1.0,0,0,3,7,1300,0,1450,7650,0,2
2765,420000.0,4,2.25,2030,12000,2.0,0,0,3,7,2030,0,2190,9900,0,2
2766,645000.0,3,1.75,2340,6750,1.5,0,0,5,7,1620,720,1410,3388,0,0
2767,549950.0,3,2.5,2160,6288,2.0,0,0,3,8,2160,0,1830,7600,0,3
2768,678000.0,3,2.75,2770,10000,1.0,0,1,5,8,1640,1130,2450,10000,0,2
2769,199000.0,4,2.0,2030,8120,2.0,0,0,3,7,2030,0,1520,9440,0,1
2770,604000.0,3,1.0,1440,13824,1.0,0,0,4,7,1440,0,2540,12092,0,1
2771,268000.0,5,1.75,1730,10368,1.0,0,0,5,7,1010,720,1730,7728,0,2
2773,509250.0,3,2.5,2100,7600,1.0,0,0,4,7,1450,650,2010,7600,0,2
2774,416000.0,3,2.5,1800,5372,2.0,0,0,3,8,1800,0,1650,6014,0,3
2775,190000.0,3,1.0,1090,8520,1.0,0,0,3,7,1090,0,1190,8520,0,2
2777,325900.0,3,2.5,2040,9765,2.0,0,0,3,8,2040,0,2350,10150,0,2
2778,560000.0,3,3.5,2270,4088,2.0,0,0,3,8,1880,390,1760,5425,0,3
2779,275000.0,3,2.5,1730,5799,2.0,0,0,4,7,1730,0,1710,6490,0,3
2780,665000.0,4,2.5,2480,15411,2.0,0,2,3,8,2480,0,2940,14679,0,3
2782,375000.0,4,2.0,1720,2410,1.0,0,0,3,7,970,750,1160,1404,1,1
2783,359950.0,3,1.75,1570,6975,1.0,0,0,3,7,1040,530,1280,7813,0,2
2784,340000.0,4,2.75,3527,7200,2.0,0,0,3,7,3527,0,2490,7200,0,3
2785,401000.0,2,1.0,840,8100,1.0,0,0,4,7,840,0,1100,8220,0,1
2786,669000.0,2,1.75,1950,10766,1.0,0,3,4,6,1160,790,1780,11721,0,1
2787,638500.0,4,2.5,1980,6568,2.0,0,0,3,8,1980,0,2310,6496,0,3
2788,545000.0,2,1.5,1620,3760,2.0,0,0,5,7,1170,450,2130,4000,0,0
2789,524000.0,4,1.0,1980,7015,1.0,0,0,3,7,1260,720,1570,7626,0,2
2791,280000.0,2,1.0,1260,4800,1.0,0,0,3,6,1100,160,1260,2435,0,1
2792,828000.0,4,2.5,2120,10841,1.0,0,0,4,8,1500,620,3130,10950,0,2
2793,223000.0,3,1.75,1360,10573,1.0,0,0,4,7,1360,0,1580,8280,0,2
2795,750000.0,2,2.0,2370,155130,1.0,0,0,3,7,2370,0,1860,14475,0,2
2796,430000.0,2,1.0,1460,9207,1.0,0,0,3,7,1210,250,1500,6898,0,1
2797,711000.0,4,1.75,1980,10800,1.0,0,0,5,6,990,990,2180,10800,0,1
2798,310000.0,4,2.5,1930,7014,2.0,0,0,3,8,1930,0,1990,7920,0,3
2799,415000.0,5,1.75,3700,9140,1.0,0,0,3,8,1850,1850,2190,6720,0,1
2800,274900.0,4,2.5,1970,6600,2.0,0,0,3,7,1970,0,1970,7682,0,3
2802,179500.0,3,1.0,1180,32214,1.0,0,0,3,7,1180,0,2300,13714,0,1
2803,478000.0,3,1.0,1280,2580,1.5,0,0,3,8,1280,0,1410,3150,1,0
2804,195000.0,3,1.75,1380,7350,1.0,0,0,3,7,990,390,1660,8400,0,2
2805,385000.0,4,3.0,2740,10925,1.0,0,0,3,8,1670,1070,2330,9940,0,2
2806,401000.0,3,2.75,2020,9505,1.0,0,0,3,7,1260,760,2080,11901,0,2
2807,522000.0,4,2.5,2835,6598,2.0,0,0,3,8,2835,0,2770,6969,0,3
2808,330000.0,4,1.75,1520,14417,1.0,0,0,4,7,1520,0,1600,10716,0,2
2809,503000.0,3,2.5,2190,4882,2.0,0,0,3,9,2190,0,2190,7055,0,3
2810,175000.0,5,1.75,1680,8400,1.0,0,0,4,7,1680,0,1800,8550,0,2
2812,845000.0,5,2.0,1720,9972,1.0,0,0,4,8,1720,0,2700,9023,0,1
2813,157500.0,2,1.0,670,4500,1.0,0,0,3,5,670,0,1210,4500,0,0
2814,450000.0,2,3.0,1790,1709,2.0,0,0,3,7,1400,390,1460,1462,0,3
2815,925000.0,4,1.75,2440,11793,1.0,0,4,3,8,1420,1020,2500,8028,0,1
2816,600000.0,2,1.0,920,5029,1.0,0,0,4,7,920,0,1230,5029,0,1
2817,709000.0,4,1.0,1680,4087,1.5,0,0,3,7,1680,0,1740,3745,0,0
2819,248000.0,3,2.5,2120,6840,1.0,0,0,3,7,1220,900,1820,8200,0,2
2820,245000.0,3,1.0,910,6630,1.0,0,0,4,6,910,0,950,5100,0,0
2821,332000.0,2,1.0,1000,4776,1.0,0,0,4,6,1000,0,1500,4800,0,1
2822,459950.0,3,2.5,2340,4273,2.0,0,0,3,7,2340,0,2400,4624,0,3
2823,425000.0,3,2.0,1180,1800,2.0,0,2,3,8,1180,0,1500,1948,0,3
2825,838300.0,6,2.5,3760,12978,1.0,0,0,3,9,2360,1400,2300,7362,0,2
2826,256000.0,3,2.5,1480,7200,2.0,0,0,5,7,1480,0,1350,7200,0,3
2827,864000.0,3,2.75,3060,13554,2.0,0,0,3,10,3060,0,3060,11455,0,2
2828,900000.0,4,3.5,3070,4440,2.0,0,0,3,9,2030,1040,1780,4800,1,0
2829,145600.0,3,1.0,1170,7560,1.0,0,0,3,6,1170,0,1170,7560,0,2
2830,865000.0,5,3.0,2900,6730,1.0,0,0,5,8,1830,1070,2370,6283,0,2
2831,250250.0,3,2.25,2210,8000,2.0,0,0,4,8,2210,0,1990,8000,0,2
2832,162000.0,4,2.0,1440,7641,1.0,0,0,4,5,1440,0,1440,7750,0,1
2833,450000.0,4,1.75,1980,7350,1.0,0,0,3,7,1430,550,1870,7920,0,2
2834,675500.0,4,2.75,2060,21344,1.0,0,0,2,8,1460,600,2060,16088,0,2
2835,697000.0,3,2.25,2420,5304,1.5,0,0,5,7,1640,780,1560,5304,0,1
2837,490000.0,3,1.75,1600,16510,1.0,0,0,3,8,1600,0,1510,10407,0,2
2838,590000.0,3,2.25,2210,5742,1.0,0,0,3,8,1460,750,1900,4590,0,1
2839,280000.0,4,1.75,2250,16000,1.0,0,0,3,8,1450,800,1930,16000,0,1
2840,515000.0,2,1.0,1680,6500,1.0,0,0,4,7,1140,540,1610,6500,0,1
2841,576000.0,3,1.0,1140,5395,1.0,0,0,4,7,1010,130,1700,5376,0,0
2842,375000.0,3,1.75,1430,10574,2.0,0,0,3,7,1430,0,1900,10450,0,2
2843,478000.0,3,1.0,1440,7107,1.0,0,0,4,7,1000,440,1540,7140,0,2
2844,282000.0,3,1.0,1670,5200,1.0,0,0,5,7,1030,640,1620,6696,0,2
2848,306000.0,3,1.75,1560,7500,1.0,0,0,4,8,1560,0,1600,7904,0,2
2849,341000.0,4,1.75,1920,7665,1.0,0,0,4,8,1500,420,2100,7344,0,2
2850,399950.0,3,2.5,1400,4400,1.0,0,0,3,7,1400,0,1060,4400,1,1
2851,534000.0,5,2.0,2280,3600,2.0,0,0,3,7,2280,0,1740,1800,0,3
2852,635000.0,6,2.5,3880,5700,2.0,0,0,3,7,3880,0,2620,5070,0,3
2853,350000.0,2,1.0,1350,3880,1.0,0,0,3,6,950,400,1670,3920,0,0
2854,856000.0,3,1.5,1480,2700,1.5,0,0,3,7,1480,0,1970,4200,0,0
2855,582000.0,4,3.0,1670,1189,3.0,0,0,3,8,1427,243,1700,1401,0,3
2856,799000.0,4,2.5,3400,6742,2.0,0,0,3,9,3400,0,2970,6909,0,3
2857,423700.0,3,2.5,2070,3986,2.0,0,0,3,8,2070,0,2090,3986,0,3
2861,443000.0,2,1.0,1130,5413,1.0,0,0,3,7,880,250,1250,5413,0,1
2862,441500.0,3,1.75,1510,7700,1.0,0,0,3,7,1510,0,1440,7416,0,2
2863,875000.0,4,3.5,3110,108464,2.0,0,2,4,8,3110,0,2340,4938,0,2
2865,450000.0,2,1.0,740,5100,1.0,0,0,4,7,740,0,920,5100,0,1
2866,425000.0,3,2.25,1630,10500,1.0,0,0,3,7,1100,530,1640,9794,0,2
2867,660000.0,4,1.75,2780,9900,2.0,0,0,4,10,2780,0,2600,12000,0,2
2868,763101.0,3,1.75,1990,5560,1.0,0,0,4,7,1100,890,1460,3706,0,1
2869,499000.0,4,2.75,2250,14149,2.0,0,0,3,9,2250,0,2450,14027,0,3
2872,293000.0,4,2.25,2360,6260,2.0,0,0,3,7,2360,0,2144,6773,0,3
2873,335000.0,3,2.25,1530,4580,2.0,0,0,3,7,1530,0,2110,4094,0,3
2874,499000.0,2,1.0,1450,3090,2.0,0,0,3,7,1450,0,1450,4635,1,0
2875,600000.0,3,1.75,2040,5000,1.5,0,0,3,7,1780,260,1690,5000,0,0
2876,720000.0,4,1.75,2620,11041,1.5,0,0,4,9,2620,0,2230,11041,0,2
2877,195000.0,2,2.0,1180,2553,2.0,0,0,3,6,1180,0,1310,2687,0,3
2878,249000.0,3,1.0,1110,8423,1.0,0,0,3,7,1110,0,1140,9083,0,1
2879,334000.0,3,2.25,1840,9781,2.0,0,0,3,7,1840,0,1490,10101,0,3
2880,599950.0,4,1.75,2720,7810,1.0,0,0,3,8,1510,1210,2120,7315,0,1
2881,149900.0,2,1.75,1090,1950,1.0,0,0,4,8,1090,0,1360,3426,0,2
2882,700000.0,4,1.75,1730,6500,1.0,0,0,3,7,1250,480,1910,8100,0,1
2883,525000.0,4,1.5,1170,6240,1.0,0,0,4,6,1170,0,2380,8846,0,2
2885,402000.0,3,2.5,1960,8000,1.0,0,0,4,7,1290,670,1960,8000,0,2
2886,450000.0,3,2.0,1430,3480,1.0,0,0,3,7,980,450,1450,4650,0,1
2888,205000.0,3,1.75,1420,6980,1.0,0,0,5,7,820,600,1470,7319,0,2
2890,210500.0,3,1.0,1220,9600,1.0,0,0,5,7,1220,0,1310,9600,0,2
2891,406650.0,2,1.0,1070,6100,1.0,0,0,3,6,1070,0,1770,5695,0,1
2893,425000.0,4,1.75,1820,6000,1.0,0,0,3,7,930,890,1590,6000,0,1
2894,798000.0,3,3.5,3590,6402,2.0,0,0,3,10,3590,0,3230,7305,0,3
2895,180000.0,3,1.0,1960,9583,2.0,0,0,2,5,1960,0,1850,8324,0,0
2897,435000.0,4,2.0,2030,4033,2.0,0,0,4,7,1630,400,1350,1340,0,0
2898,355000.0,3,1.5,1240,15867,1.0,0,0,3,7,1240,0,1570,9600,0,2
2900,685000.0,5,2.5,2670,14455,2.0,0,0,5,9,2670,0,1810,14455,0,2
2901,311000.0,3,1.0,1640,12060,1.0,0,0,4,7,1640,0,1680,9147,0,2
2902,305000.0,4,2.25,2130,9600,1.0,0,0,4,7,2130,0,1710,9600,0,2
2903,675000.0,3,2.5,2550,4954,1.5,0,0,4,7,1850,700,1700,4954,0,0
2904,769000.0,4,2.75,3630,15405,1.0,0,2,4,8,1850,1780,3380,11184,0,2
2905,430000.0,3,1.5,1690,9708,1.5,0,0,5,7,1690,0,1570,9858,0,1
2906,516250.0,6,2.0,2390,8660,1.5,0,0,4,7,2390,0,2250,12942,0,0
2907,760000.0,3,3.5,2350,10739,1.0,0,2,5,7,1340,1010,2580,11026,0,1
2908,579950.0,3,3.5,1420,1217,2.0,0,0,3,8,1180,240,1494,1264,0,3
2909,476000.0,3,2.25,1570,7187,1.0,0,0,4,8,1170,400,1660,8775,0,2
2910,510000.0,3,1.75,1600,19200,1.0,0,0,4,7,1600,0,2010,14850,0,2
2911,205000.0,2,1.0,720,5040,1.0,0,0,3,6,720,0,1357,5120,0,1
2912,240000.0,3,1.0,1470,7350,1.0,0,0,3,7,1470,0,1720,8050,0,2
2914,420000.0,3,1.75,1720,8102,1.0,0,0,5,6,860,860,1440,8106,0,1
2915,455000.0,3,1.75,1300,9600,1.0,0,0,4,7,1300,0,2070,9775,0,2
2916,765000.0,4,1.0,2520,5500,1.5,0,0,5,8,1820,700,2350,5000,0,0
2917,372000.0,4,1.5,1780,7914,1.5,0,0,4,7,1780,0,1350,8069,0,2
2918,160000.0,3,1.0,1200,8360,1.0,0,0,2,6,1200,0,1570,6823,0,1
2919,772000.0,4,2.5,2990,9643,2.0,0,0,3,9,2990,0,2990,8666,0,3
2920,1125000.0,5,1.75,1910,5640,2.0,0,0,4,9,1910,0,2050,5400,0,0
2921,479000.0,3,1.0,1370,3000,1.5,0,0,3,7,1370,0,1510,2151,0,0
2922,570000.0,3,2.5,1910,4941,2.0,0,0,3,8,1910,0,1910,4941,0,3
2923,350000.0,4,1.0,1170,8147,1.5,0,0,3,6,1170,0,1260,8147,0,2
2924,353000.0,3,2.5,1250,864,3.0,0,0,3,8,1250,0,1330,2298,0,3
2926,265000.0,3,2.0,1380,8536,2.0,0,0,4,7,1380,0,1260,8750,0,1
2927,167000.0,1,1.0,780,10235,1.5,0,0,3,6,780,0,930,10165,0,3
2928,500000.0,4,2.25,2080,8000,1.0,0,0,3,8,1390,690,1800,7700,0,2
2929,700000.0,3,1.0,1410,7200,2.0,0,0,4,6,1410,0,1640,7200,0,0
2930,295000.0,1,1.0,520,5600,1.0,0,0,3,6,520,0,1030,5265,0,0
2931,1010000.0,4,3.5,3500,4080,2.0,0,2,3,9,2590,910,2430,5100,0,3
2932,209000.0,2,1.0,840,5265,1.0,0,0,5,6,840,0,920,5100,0,2
2933,276000.0,3,1.75,2240,9200,1.0,0,0,4,7,1440,800,1740,9600,0,2
2934,380000.0,4,2.5,2100,5857,2.0,0,0,3,8,2100,0,2090,7779,0,3
